ID,IMAGE_URL,name,sku,category,color,size,weight,description,price,brand
67,https://picsum.photos/seed/product67/400/400,Nova Home Product 67,SKU-1067,Home,Blue,XL,1.49,High quality home item from Nova in Blue color.,30.37,Nova
68,https://picsum.photos/seed/product68/400/400,Velora Home Product 68,SKU-1068,Home,Black,One Size,1.22,High quality home item from Velora in Black color.,227.31,Velora
69,https://picsum.photos/seed/product69/400/400,Aether Clothing Product 69,SKU-1069,Clothing,Green,L,3.01,High quality clothing item from Aether in Green color.,274.46,Aether
70,https://picsum.photos/seed/product70/400/400,Nova Electronics Product 70,SKU-1070,Electronics,Green,M,2.08,High quality electronics item from Nova in Green color.,158.34,Nova
71,https://picsum.photos/seed/product71/400/400,Nova Beauty Product 71,SKU-1071,Beauty,Blue,XS,1.88,High quality beauty item from Nova in Blue color.,25.52,Nova
72,https://picsum.photos/seed/product72/400/400,Aether Sports Product 72,SKU-1072,Sports,Green,M,0.85,High quality sports item from Aether in Green color.,451.29,Aether
73,https://picsum.photos/seed/product73/400/400,Aether Home Product 73,SKU-1073,Home,Green,M,1.26,High quality home item from Aether in Green color.,173.48,Aether
74,https://picsum.photos/seed/product74/400/400,Zento Clothing Product 74,SKU-1074,Clothing,Grey,L,2.86,High quality clothing item from Zento in Grey color.,22.75,Zento
75,https://picsum.photos/seed/product75/400/400,Velora Electronics Product 75,SKU-1075,Electronics,Black,XS,0.43,High quality electronics item from Velora in Black color.,382.38,Velora
76,https://picsum.photos/seed/product76/400/400,Velora Home Product 76,SKU-1076,Home,Grey,L,3.54,High quality home item from Velora in Grey color.,219.46,Velora
77,https://picsum.photos/seed/product77/400/400,Velora Sports Product 77,SKU-1077,Sports,White,M,1.06,High quality sports item from Velora in White color.,238.49,Velora
78,https://picsum.photos/seed/product78/400/400,Velora Sports Product 78,SKU-1078,Sports,Green,S,2.42,High quality sports item from Velora in Green color.,40.66,Velora
79,https://picsum.photos/seed/product79/400/400,KmartX Sports Product 79,SKU-1079,Sports,Green,S,2.35,High quality sports item from KmartX in Green color.,77.85,KmartX
80,https://picsum.photos/seed/product80/400/400,KmartX Clothing Product 80,SKU-1080,Clothing,Green,M,4.58,High quality clothing item from KmartX in Green color.,18.41,KmartX
81,https://picsum.photos/seed/product81/400/400,Nova Sports Product 81,SKU-1081,Sports,Green,XS,1.85,High quality sports item from Nova in Green color.,306.4,Nova
82,https://picsum.photos/seed/product82/400/400,UrbanEdge Sports Product 82,SKU-1082,Sports,Green,XS,1.52,High quality sports item from UrbanEdge in Green color.,213.88,UrbanEdge
83,https://picsum.photos/seed/product83/400/400,UrbanEdge Beauty Product 83,SKU-1083,Beauty,Grey,One Size,0.51,High quality beauty item from UrbanEdge in Grey color.,387.43,UrbanEdge
84,https://picsum.photos/seed/product84/400/400,UrbanEdge Electronics Product 84,SKU-1084,Electronics,Grey,S,2.34,High quality electronics item from UrbanEdge in Grey color.,449.66,UrbanEdge
85,https://picsum.photos/seed/product85/400/400,Aether Beauty Product 85,SKU-1085,Beauty,White,S,2.43,High quality beauty item from Aether in White color.,14.39,Aether
86,https://picsum.photos/seed/product86/400/400,UrbanEdge Sports Product 86,SKU-1086,Sports,Blue,XS,0.65,High quality sports item from UrbanEdge in Blue color.,307.33,UrbanEdge
87,https://picsum.photos/seed/product87/400/400,Aether Electronics Product 87,SKU-1087,Electronics,Red,S,2.02,High quality electronics item from Aether in Red color.,387.85,Aether
88,https://picsum.photos/seed/product88/400/400,Zento Beauty Product 88,SKU-1088,Beauty,Red,XS,4.5,High quality beauty item from Zento in Red color.,184.04,Zento
89,https://picsum.photos/seed/product89/400/400,Zento Sports Product 89,SKU-1089,Sports,Green,S,4.66,High quality sports item from Zento in Green color.,111.94,Zento
90,https://picsum.photos/seed/product90/400/400,Velora Electronics Product 90,SKU-1090,Electronics,White,L,3.02,High quality electronics item from Velora in White color.,85.98,Velora
91,https://picsum.photos/seed/product91/400/400,KmartX Clothing Product 91,SKU-1091,Clothing,Black,M,1.21,High quality clothing item from KmartX in Black color.,441.54,KmartX
92,https://picsum.photos/seed/product92/400/400,Nova Beauty Product 92,SKU-1092,Beauty,Blue,One Size,0.49,High quality beauty item from Nova in Blue color.,86.58,Nova
93,https://picsum.photos/seed/product93/400/400,Zento Sports Product 93,SKU-1093,Sports,Grey,XS,4.36,High quality sports item from Zento in Grey color.,272.7,Zento
94,https://picsum.photos/seed/product94/400/400,UrbanEdge Clothing Product 94,SKU-1094,Clothing,White,XS,0.66,High quality clothing item from UrbanEdge in White color.,172.36,UrbanEdge
95,https://picsum.photos/seed/product95/400/400,UrbanEdge Clothing Product 95,SKU-1095,Clothing,Blue,L,1.0,High quality clothing item from UrbanEdge in Blue color.,91.8,UrbanEdge
96,https://picsum.photos/seed/product96/400/400,Zento Sports Product 96,SKU-1096,Sports,Grey,One Size,3.01,High quality sports item from Zento in Grey color.,116.79,Zento
97,https://picsum.photos/seed/product97/400/400,Nova Home Product 97,SKU-1097,Home,Grey,M,4.03,High quality home item from Nova in Grey color.,314.33,Nova
98,https://picsum.photos/seed/product98/400/400,Zento Sports Product 98,SKU-1098,Sports,Blue,S,4.06,High quality sports item from Zento in Blue color.,94.76,Zento
99,https://picsum.photos/seed/product99/400/400,KmartX Home Product 99,SKU-1099,Home,Green,XS,1.29,High quality home item from KmartX in Green color.,320.92,KmartX
100,https://picsum.photos/seed/product100/400/400,Zento Beauty Product 100,SKU-1100,Beauty,Blue,XS,0.85,High quality beauty item from Zento in Blue color.,125.06,Zento
